,EmployeeNumber,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,31-35,36-43,44+,No,Yes,Travel_Frequently,Travel_Rarely,Research & Development,Sales,Life Sciences,Marketing,Medical,Other,Technical Degree,Male
511,699,31-35,No,Travel_Rarely,Research & Development,9,2,Medical,2,Male,2,2,Manufacturing Director,2,Divorced,8847,2,Yes,11,3,3,1,13,2,3,3,2,0,2,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1
512,700,18-30,No,Travel_Rarely,Research & Development,3,4,Medical,1,Male,2,1,Research Scientist,4,Single,2045,0,No,13,3,4,0,5,0,3,4,2,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
513,701,18-30,Yes,Travel_Rarely,Research & Development,10,1,Medical,4,Male,3,1,Research Scientist,3,Single,1009,1,Yes,11,3,4,0,1,5,3,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1
514,702,31-35,Yes,Travel_Frequently,Research & Development,3,3,Life Sciences,1,Male,3,1,Research Scientist,1,Single,3348,1,Yes,11,3,1,0,10,3,3,10,8,9,7,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1
515,704,31-35,No,Non-Travel,Research & Development,3,3,Life Sciences,3,Male,2,1,Laboratory Technician,3,Married,1281,1,No,18,3,3,2,1,3,3,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
516,705,18-30,No,Travel_Rarely,Research & Development,4,3,Medical,1,Male,4,1,Research Scientist,1,Married,2819,2,No,16,3,1,1,5,3,4,3,2,0,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
517,707,18-30,No,Travel_Rarely,Sales,8,3,Life Sciences,4,Male,4,2,Sales Executive,2,Married,4851,0,No,22,4,3,1,4,4,3,3,2,1,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1
518,709,36-43,No,Travel_Rarely,Sales,7,4,Marketing,4,Female,2,2,Sales Executive,4,Single,4028,0,No,20,4,1,0,8,2,3,7,7,0,5,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
519,710,18-30,No,Travel_Frequently,Research & Development,1,4,Life Sciences,2,Male,1,1,Research Scientist,4,Divorced,2720,1,No,18,3,4,1,10,5,3,10,7,2,8,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
520,712,44+,No,Travel_Rarely,Sales,2,1,Marketing,2,Male,4,2,Sales Executive,2,Married,8120,3,No,12,3,4,0,12,3,3,2,2,2,2,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1
521,714,18-30,No,Travel_Frequently,Sales,3,1,Medical,4,Female,4,2,Sales Executive,4,Divorced,4647,1,Yes,20,4,2,2,6,3,3,6,5,0,4,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
522,715,36-43,No,Travel_Rarely,Research & Development,10,2,Life Sciences,4,Male,4,1,Research Scientist,4,Single,4680,3,No,17,3,1,0,4,2,3,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1
523,716,44+,No,Travel_Rarely,Research & Development,28,1,Medical,4,Male,4,1,Laboratory Technician,3,Married,3221,1,Yes,11,3,3,3,20,3,3,20,8,3,8,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1
524,717,31-35,No,Travel_Rarely,Research & Development,9,3,Medical,4,Female,2,3,Healthcare Representative,2,Single,8621,1,No,14,3,2,0,9,3,4,8,7,7,7,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0
525,720,18-30,Yes,Travel_Rarely,Sales,3,2,Life Sciences,1,Female,3,2,Sales Executive,3,Single,4577,9,No,14,3,1,0,4,3,3,2,2,2,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
526,721,36-43,No,Travel_Rarely,Research & Development,2,4,Technical Degree,4,Female,2,2,Healthcare Representative,3,Single,4553,1,No,11,3,1,0,20,4,3,20,7,11,10,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
527,722,31-35,No,Travel_Rarely,Sales,10,3,Marketing,4,Male,3,2,Sales Executive,4,Single,5396,1,No,12,3,4,0,10,2,2,10,7,0,8,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1
528,723,44+,Yes,Travel_Frequently,Sales,8,2,Technical Degree,2,Male,3,2,Sales Executive,3,Married,6796,3,Yes,14,3,1,1,18,4,3,4,3,1,3,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1
529,724,36-43,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,4,2,Healthcare Representative,4,Single,7625,0,No,13,3,3,0,10,4,2,9,7,1,8,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0
530,725,18-30,No,Travel_Rarely,Research & Development,1,2,Life Sciences,3,Female,3,3,Manufacturing Director,1,Married,7412,1,No,11,3,4,0,9,3,3,9,7,0,7,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
531,727,31-35,No,Travel_Rarely,Research & Development,3,2,Life Sciences,3,Female,3,3,Research Director,4,Single,11159,3,No,15,3,4,0,10,6,3,7,7,7,7,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0
532,728,44+,No,Travel_Rarely,Sales,14,4,Marketing,4,Male,3,2,Sales Executive,1,Single,4960,2,No,12,3,4,0,20,2,3,7,7,1,7,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1
533,729,36-43,No,Travel_Frequently,Sales,5,4,Life Sciences,4,Male,2,3,Sales Executive,1,Married,10475,5,Yes,21,4,3,1,20,2,3,18,13,1,12,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1
534,730,44+,No,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Male,4,4,Research Director,3,Married,14814,3,No,19,3,3,0,32,3,3,5,1,1,3,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1
535,731,36-43,No,Travel_Rarely,Human Resources,10,4,Human Resources,2,Male,2,5,Manager,4,Divorced,19141,3,No,15,3,2,3,23,2,2,21,6,12,6,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
536,732,44+,No,Travel_Rarely,Sales,16,4,Marketing,1,Male,3,2,Sales Executive,1,Single,5405,8,No,14,3,4,0,10,1,3,2,2,2,2,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1
537,733,18-30,No,Travel_Frequently,Research & Development,10,2,Life Sciences,4,Male,3,3,Manufacturing Director,1,Divorced,8793,1,No,21,4,3,2,9,4,2,9,7,1,7,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
538,734,36-43,No,Travel_Rarely,Human Resources,1,3,Human Resources,4,Male,2,5,Manager,3,Married,19189,1,No,12,3,2,1,22,3,3,22,7,2,10,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
539,738,44+,No,Travel_Rarely,Sales,8,4,Marketing,4,Male,3,1,Sales Representative,2,Married,3875,7,No,15,3,4,1,4,2,3,2,2,2,2,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1
540,741,18-30,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Female,1,1,Research Scientist,2,Single,2216,7,Yes,13,3,4,0,10,4,3,7,7,3,7,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
541,742,31-35,No,Non-Travel,Research & Development,8,3,Life Sciences,1,Female,4,3,Research Director,1,Married,11713,9,No,14,3,1,1,10,2,3,8,7,0,5,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
542,743,36-43,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Female,3,3,Manufacturing Director,3,Single,7861,4,Yes,14,3,4,0,10,4,4,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0
543,744,36-43,No,Non-Travel,Research & Development,24,3,Medical,1,Male,1,1,Laboratory Technician,3,Single,3708,2,No,14,3,3,0,9,5,3,5,2,1,4,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
544,746,44+,No,Travel_Frequently,Sales,3,3,Medical,4,Female,3,4,Sales Executive,3,Divorced,13770,9,Yes,12,3,4,2,28,2,2,22,2,11,13,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0
545,747,18-30,No,Travel_Rarely,Sales,27,5,Marketing,3,Male,3,2,Sales Executive,4,Divorced,5304,7,No,23,4,4,1,10,2,2,8,7,7,7,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
546,749,18-30,No,Travel_Rarely,Sales,10,3,Life Sciences,3,Male,3,1,Sales Representative,3,Single,2642,1,No,11,3,3,0,1,6,3,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1
547,752,36-43,Yes,Travel_Frequently,Research & Development,19,3,Medical,3,Male,4,1,Research Scientist,3,Divorced,2759,6,Yes,12,3,4,0,7,2,3,2,2,2,2,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1
548,754,36-43,No,Travel_Frequently,Sales,15,3,Life Sciences,4,Male,2,2,Sales Executive,4,Married,6804,3,No,18,3,3,1,7,5,3,2,2,2,2,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1
549,757,31-35,No,Travel_Rarely,Research & Development,8,2,Medical,2,Female,3,2,Healthcare Representative,3,Single,6142,3,No,11,3,4,0,10,2,3,5,1,4,3,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0
550,758,18-30,No,Travel_Rarely,Research & Development,9,1,Medical,2,Male,3,1,Laboratory Technician,1,Married,2500,1,No,14,3,4,1,5,2,4,4,3,0,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
551,760,36-43,No,Travel_Rarely,Human Resources,3,3,Human Resources,3,Female,4,2,Human Resources,2,Married,6389,9,No,15,3,3,1,12,3,1,8,3,3,6,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
552,762,44+,No,Travel_Rarely,Research & Development,9,3,Medical,3,Male,3,4,Healthcare Representative,4,Married,11103,7,No,11,3,3,0,30,1,2,10,7,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1
553,763,36-43,No,Travel_Rarely,Research & Development,2,1,Medical,4,Female,2,1,Research Scientist,4,Single,2342,0,Yes,20,4,4,0,5,2,2,4,2,2,3,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0
554,764,18-30,No,Travel_Rarely,Research & Development,7,3,Medical,4,Female,2,2,Healthcare Representative,1,Single,6811,8,No,19,3,1,0,9,2,1,7,6,0,7,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
555,766,18-30,No,Travel_Rarely,Sales,10,3,Marketing,4,Male,3,1,Sales Representative,2,Divorced,2297,1,No,14,3,4,2,2,2,3,2,2,2,2,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
556,769,44+,No,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,3,2,Laboratory Technician,4,Single,2450,2,No,17,3,4,0,19,4,3,2,2,2,2,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1
557,771,31-35,No,Non-Travel,Research & Development,2,4,Life Sciences,4,Female,3,2,Healthcare Representative,1,Divorced,5093,2,No,11,3,1,1,16,2,4,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
558,772,31-35,No,Travel_Frequently,Research & Development,24,4,Life Sciences,1,Male,3,2,Laboratory Technician,4,Married,5309,1,No,15,3,4,2,10,2,3,10,8,4,7,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1
559,773,36-43,No,Travel_Rarely,Research & Development,2,5,Medical,4,Male,3,1,Research Scientist,3,Married,3057,6,Yes,13,3,2,1,6,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1
560,775,31-35,No,Travel_Rarely,Research & Development,8,5,Life Sciences,2,Female,3,2,Manufacturing Director,1,Divorced,5121,3,No,14,3,3,1,7,3,3,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0
561,776,44+,No,Travel_Rarely,Sales,3,4,Marketing,3,Male,2,4,Manager,1,Married,16856,1,No,11,3,1,0,34,3,4,34,6,1,16,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1
562,780,31-35,Yes,Travel_Rarely,Research & Development,1,4,Other,4,Male,3,1,Research Scientist,4,Single,2686,1,Yes,13,3,3,0,10,2,2,10,9,7,8,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1
563,781,18-30,No,Travel_Rarely,Sales,26,1,Medical,3,Female,3,2,Sales Executive,4,Single,6180,1,No,23,4,2,0,6,5,2,6,5,1,4,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
564,783,44+,No,Travel_Rarely,Sales,2,2,Technical Degree,2,Male,1,2,Sales Representative,3,Single,6632,0,No,13,3,1,0,9,3,3,8,7,3,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1
565,784,18-30,No,Travel_Rarely,Research & Development,10,1,Medical,1,Male,4,1,Research Scientist,3,Single,3505,1,No,18,3,4,0,2,3,3,2,2,0,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
566,785,44+,Yes,Travel_Frequently,Sales,27,2,Life Sciences,2,Female,4,2,Sales Executive,3,Single,6397,4,Yes,12,3,4,0,8,2,3,5,4,1,3,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0
567,786,31-35,No,Travel_Rarely,Sales,2,3,Other,4,Male,3,2,Sales Executive,4,Single,6274,1,No,22,4,3,0,6,5,3,6,5,1,4,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1
568,787,44+,Yes,Travel_Rarely,Research & Development,2,3,Medical,4,Male,3,5,Manager,1,Married,19859,5,Yes,13,3,4,1,24,2,3,5,2,1,4,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1
569,789,31-35,No,Non-Travel,Sales,8,4,Life Sciences,1,Male,2,3,Sales Executive,1,Single,7587,1,No,15,3,2,0,10,1,3,10,7,0,9,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
570,791,44+,No,Non-Travel,Research & Development,19,4,Medical,4,Male,3,1,Research Scientist,4,Married,4258,0,No,18,3,1,1,5,3,3,4,3,1,2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
571,792,18-30,No,Travel_Frequently,Research & Development,1,2,Life Sciences,1,Female,1,1,Laboratory Technician,4,Divorced,4364,3,No,14,3,1,1,5,2,3,2,2,2,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
572,793,18-30,No,Travel_Rarely,Research & Development,27,3,Medical,2,Female,3,2,Healthcare Representative,3,Married,4335,4,No,12,3,1,1,11,3,2,8,7,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
573,796,18-30,Yes,Travel_Rarely,Sales,8,3,Technical Degree,4,Male,2,2,Sales Executive,1,Single,5326,6,No,17,3,3,0,6,2,2,4,3,1,2,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1
574,797,31-35,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,4,1,Research Scientist,4,Single,3280,2,No,16,3,3,0,10,2,3,4,2,1,3,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0
575,799,44+,No,Travel_Rarely,Research & Development,19,4,Medical,4,Female,3,2,Manufacturing Director,1,Divorced,5485,9,Yes,11,3,2,2,9,4,3,5,3,1,4,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0
576,800,18-30,No,Travel_Frequently,Sales,8,1,Marketing,3,Male,3,2,Sales Executive,4,Married,4342,0,No,19,3,2,1,5,3,3,4,2,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
577,802,36-43,No,Travel_Rarely,Research & Development,10,1,Life Sciences,4,Female,3,1,Research Scientist,1,Divorced,2782,0,Yes,13,3,2,2,6,3,2,5,3,4,3,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0
578,803,36-43,No,Travel_Frequently,Research & Development,2,4,Life Sciences,1,Female,4,2,Manufacturing Director,1,Single,5980,6,Yes,12,3,4,0,17,2,3,15,7,4,12,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
579,804,31-35,No,Travel_Rarely,Research & Development,2,4,Medical,3,Female,2,1,Research Scientist,1,Single,4381,1,No,11,3,3,0,6,3,3,6,5,1,3,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0
580,805,31-35,No,Travel_Rarely,Sales,8,4,Life Sciences,1,Female,3,1,Sales Representative,4,Married,2572,1,No,16,3,2,1,3,1,2,3,2,0,2,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0
581,806,18-30,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,1,1,Laboratory Technician,3,Married,3833,3,No,21,4,3,2,7,2,3,2,2,0,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
582,807,36-43,No,Travel_Frequently,Research & Development,2,2,Medical,3,Female,4,2,Healthcare Representative,2,Married,4244,1,No,24,4,4,1,8,2,3,8,7,3,7,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
583,808,31-35,No,Travel_Rarely,Sales,8,2,Life Sciences,3,Female,3,2,Sales Executive,1,Married,6500,5,No,17,3,2,1,6,1,3,3,2,1,2,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0
584,809,36-43,No,Travel_Frequently,Research & Development,8,3,Life Sciences,2,Male,3,5,Manager,4,Divorced,18430,1,No,13,3,2,1,24,4,2,24,7,14,9,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
585,811,18-30,Yes,Travel_Rarely,Research & Development,6,3,Life Sciences,3,Male,4,1,Laboratory Technician,1,Married,1601,1,Yes,21,4,3,2,1,2,3,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
586,812,18-30,No,Non-Travel,Research & Development,9,3,Life Sciences,3,Male,2,1,Laboratory Technician,2,Divorced,2694,1,No,11,3,3,3,1,4,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
587,813,44+,No,Travel_Rarely,Research & Development,11,4,Life Sciences,4,Female,3,2,Laboratory Technician,3,Married,3149,8,No,20,4,2,1,9,3,3,5,2,1,4,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
588,815,44+,No,Travel_Rarely,Research & Development,2,3,Medical,3,Male,3,4,Research Director,3,Married,17639,5,No,16,3,4,0,30,3,3,4,3,0,3,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1
589,816,18-30,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Female,2,1,Laboratory Technician,1,Married,2319,1,Yes,11,3,4,1,1,1,3,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
590,817,31-35,No,Travel_Rarely,Research & Development,7,3,Medical,3,Male,3,3,Research Director,3,Married,11691,0,No,11,3,4,0,14,3,4,13,9,3,7,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1
591,819,31-35,Yes,Travel_Rarely,Sales,16,3,Marketing,1,Female,3,2,Sales Executive,1,Single,5324,5,No,15,3,3,0,6,3,3,3,2,0,2,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0
592,820,44+,No,Travel_Rarely,Research & Development,2,2,Other,3,Female,3,4,Manager,4,Married,16752,1,Yes,11,3,3,1,26,3,2,26,14,3,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0
593,823,31-35,No,Travel_Rarely,Research & Development,1,3,Other,3,Female,3,2,Manufacturing Director,2,Married,5228,0,No,15,3,1,1,10,2,3,9,7,0,5,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0
594,824,18-30,No,Travel_Rarely,Research & Development,23,2,Life Sciences,3,Male,4,1,Research Scientist,3,Married,2700,1,No,24,4,3,1,10,3,3,10,7,0,7,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
595,825,44+,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,3,5,Research Director,2,Single,19246,7,Yes,12,3,4,0,40,2,3,31,15,13,8,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1
596,826,31-35,No,Travel_Rarely,Research & Development,1,4,Life Sciences,4,Female,4,1,Research Scientist,3,Single,2506,3,No,13,3,3,0,7,0,3,2,2,2,2,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0
597,827,36-43,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Female,2,2,Manufacturing Director,4,Married,6062,9,Yes,13,3,4,1,8,4,3,4,3,0,2,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0
598,828,18-30,Yes,Travel_Rarely,Research & Development,2,4,Medical,3,Male,3,1,Research Scientist,3,Single,4382,6,No,17,3,4,0,5,3,2,2,2,2,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1
599,829,31-35,No,Travel_Rarely,Human Resources,13,3,Human Resources,3,Male,3,1,Human Resources,2,Married,2143,4,No,13,3,2,1,8,2,3,5,2,0,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
600,830,31-35,No,Travel_Rarely,Research & Development,4,3,Life Sciences,3,Female,2,2,Manufacturing Director,3,Married,6162,1,No,12,3,3,1,14,3,3,14,13,6,8,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0
601,832,36-43,No,Travel_Frequently,Research & Development,16,4,Medical,1,Male,2,2,Laboratory Technician,3,Single,5094,6,No,14,3,4,0,10,6,3,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
602,833,18-30,No,Travel_Rarely,Research & Development,2,3,Medical,3,Female,2,2,Manufacturing Director,4,Single,6877,5,Yes,24,4,2,0,12,4,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
603,834,44+,No,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Female,2,1,Research Scientist,3,Single,2274,1,No,14,3,4,0,1,3,3,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
604,836,36-43,No,Travel_Rarely,Research & Development,29,3,Life Sciences,2,Male,3,2,Manufacturing Director,2,Married,4434,1,No,13,3,4,1,10,3,2,9,8,7,8,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1
605,837,36-43,No,Travel_Frequently,Research & Development,12,3,Life Sciences,1,Male,2,2,Healthcare Representative,1,Divorced,6288,2,No,15,3,3,1,13,3,2,4,3,1,2,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
606,838,31-35,No,Travel_Frequently,Research & Development,16,4,Life Sciences,3,Female,2,1,Research Scientist,4,Single,2553,1,No,16,3,3,0,6,3,3,5,2,1,3,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0
607,840,44+,Yes,Travel_Rarely,Sales,11,3,Marketing,3,Female,3,3,Sales Executive,4,Married,7654,1,No,18,3,1,2,9,3,4,9,8,7,7,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
608,842,44+,Yes,Travel_Rarely,Sales,2,1,Medical,3,Male,3,2,Sales Executive,4,Single,5160,4,No,16,3,3,0,12,3,2,9,7,7,3,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1
609,843,36-43,No,Travel_Rarely,Research & Development,14,2,Life Sciences,2,Male,3,4,Research Director,1,Married,17159,6,No,24,4,3,1,22,3,3,4,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1
610,844,18-30,No,Travel_Rarely,Research & Development,5,1,Technical Degree,3,Male,2,3,Research Director,4,Divorced,12808,1,Yes,16,3,2,1,9,3,3,9,8,0,8,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
611,845,31-35,No,Travel_Rarely,Research & Development,7,3,Other,3,Male,3,3,Manufacturing Director,3,Single,10221,3,No,21,4,2,0,17,3,4,8,5,1,6,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1
612,846,18-30,No,Travel_Rarely,Sales,2,4,Marketing,2,Female,3,2,Sales Executive,2,Married,4779,1,Yes,20,4,1,0,8,2,3,8,7,7,5,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
613,847,31-35,No,Travel_Rarely,Human Resources,3,2,Human Resources,3,Male,3,1,Human Resources,4,Married,3737,0,No,19,3,3,1,4,1,1,3,2,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
614,848,18-30,Yes,Travel_Frequently,Research & Development,5,2,Medical,3,Female,2,1,Research Scientist,3,Married,2366,1,Yes,14,3,1,1,8,2,3,8,7,1,7,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
615,850,18-30,No,Non-Travel,Research & Development,3,3,Medical,4,Male,3,1,Research Scientist,4,Married,1706,1,No,11,3,3,3,0,6,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
616,851,44+,No,Travel_Rarely,Sales,26,4,Marketing,1,Female,3,4,Manager,3,Married,16307,2,No,14,3,3,1,29,2,2,20,6,4,17,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0
617,852,36-43,No,Travel_Rarely,Research & Development,4,3,Medical,4,Male,3,2,Healthcare Representative,2,Single,5933,9,No,12,3,4,0,10,2,2,5,2,2,3,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1
618,854,18-30,No,Travel_Rarely,Research & Development,2,1,Medical,1,Male,4,1,Research Scientist,1,Single,3424,7,No,13,3,3,0,6,3,2,4,3,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
619,855,31-35,No,Travel_Rarely,Sales,1,3,Medical,1,Male,4,2,Sales Executive,1,Divorced,4037,1,No,22,4,1,1,9,5,3,9,8,0,8,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1
620,856,31-35,No,Travel_Rarely,Research & Development,27,1,Medical,3,Female,2,1,Research Scientist,1,Single,2559,1,No,11,3,4,0,6,3,2,6,5,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0
621,857,31-35,No,Travel_Rarely,Sales,1,2,Life Sciences,2,Male,3,2,Sales Executive,4,Married,6201,1,Yes,14,3,4,1,18,1,2,18,14,4,11,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1
622,859,31-35,No,Travel_Rarely,Sales,13,4,Life Sciences,2,Male,3,2,Sales Executive,4,Divorced,4403,2,No,11,3,3,1,8,3,2,5,2,0,3,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1
623,861,18-30,No,Travel_Frequently,Research & Development,5,4,Life Sciences,2,Male,2,1,Research Scientist,4,Divorced,3761,9,No,12,3,2,1,10,3,2,5,4,0,3,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
624,862,44+,No,Travel_Rarely,Sales,7,2,Marketing,1,Female,2,3,Sales Executive,4,Married,10934,7,Yes,18,3,4,1,35,3,3,5,2,0,4,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0
625,864,44+,No,Travel_Rarely,Sales,9,3,Marketing,4,Male,3,3,Sales Executive,1,Divorced,10761,4,Yes,12,3,3,1,18,2,3,5,4,0,2,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1
626,865,31-35,No,Travel_Rarely,Research & Development,8,2,Medical,3,Female,4,2,Research Scientist,3,Married,5175,5,No,12,3,3,1,9,3,2,5,3,1,3,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0
627,867,44+,No,Travel_Frequently,Research & Development,25,4,Medical,3,Female,2,4,Manufacturing Director,4,Married,13826,3,No,22,4,3,0,31,3,3,9,8,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0
628,868,36-43,No,Travel_Rarely,Sales,16,4,Marketing,4,Male,2,2,Sales Executive,3,Divorced,6334,4,No,19,3,4,2,9,2,3,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
